"Time","Source","Destination","Protocol","Length","D-Port","S-Port","ACK","SYN","Delta-Time"
"738.036210","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001873"
"738.036215","172.27.224.251","172.27.224.250","TCP","60","502","52770","Not set","Set","0.000005"
"738.046459","172.27.224.250","172.27.224.251","TCP","60","52770","502","Set","Set","0.010244"
"738.046466","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000007"
"738.047069","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000603"
"738.047301","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000232"
"738.047548","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000247"
"738.047795","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000247"
"738.048049","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000254"
"738.048298","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000249"
"738.048544","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000246"
"738.048793","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000249"
"738.049047","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000254"
"738.049294","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000247"
"738.049542","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000248"
"738.049792","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000250"
"738.058040","172.27.224.250","172.27.224.251","TCP","60","52770","502","Set","Not set","0.008248"
"738.067308","172.27.224.250","172.27.224.251","TCP","60","52770","502","Set","Not set","0.009268"
"738.068146","172.27.224.250","172.27.224.251","Modbus/TCP","66","52770","502","Set","Not set","0.000838"
"738.139565","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.071419"
"738.218122","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.078557"
"738.227652","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009530"
"738.270340","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.042688"
"738.435935","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.165595"
"738.530190","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094255"
"738.538326","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.008136"
"738.747937","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.209611"
"738.842230","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094293"
"738.847676","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005446"
"738.857128","VMware_9d:9e:9e","Telemecaniqu_09:51:3b","ARP","60","","","","","0.009452"
"738.866251","Telemecaniqu_09:51:3b","VMware_9d:9e:9e","ARP","64","","","","","0.009123"
"738.998314","fe80::20c:29ff:fee6:1421","ff02::2","ICMPv6","62","","","","","0.132063"
"739.059903","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.061589"
"739.154468","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094565"
"739.158310","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003842"
"739.371929","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.213619"
"739.466214","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094285"
"739.477693","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011479"
"739.486008","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.008315"
"739.486365","172.27.224.250","172.27.224.251","TCP","60","52770","502","Set","Not set","0.000357"
"739.487613","172.27.224.250","172.27.224.251","TCP","60","52770","502","Set","Not set","0.001248"
"739.487616","172.27.224.251","172.27.224.250","TCP","60","502","52770","Set","Not set","0.000003"
"739.487789","172.27.224.250","172.27.224.251","TCP","60","52770","502","Set","Not set","0.000173"
"739.496347","172.27.224.250","172.27.224.251","TCP","60","52770","502","Not set","Not set","0.008558"
"739.683928","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.187581"
"739.778136","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094208"
"739.788314","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010178"
"739.995942","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.207628"
"740.014874","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.018932"
"740.090272","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.075398"
"740.097679","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007407"
"740.307935","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210256"
"740.402218","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094283"
"740.408361","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006143"
"740.619909","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.211548"
"740.714113","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094204"
"740.717644","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003531"
"740.924600","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.206956"
"740.926270","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001670"
"740.926277","172.27.224.251","172.27.224.250","TCP","60","502","52771","Not set","Set","0.000007"
"740.931850","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.005573"
"740.936543","172.27.224.250","172.27.224.251","TCP","60","52771","502","Set","Set","0.004693"
"740.936549","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000006"
"740.937343","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000794"
"740.937571","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000228"
"740.937823","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000252"
"740.938064","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000241"
"740.938313","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000249"
"740.938567","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000254"
"740.938820","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000253"
"740.939066","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000246"
"740.939309","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000243"
"740.939563","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000254"
"740.939812","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000249"
"740.940058","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000246"
"740.948035","172.27.224.250","172.27.224.251","TCP","60","52771","502","Set","Not set","0.007977"
"740.957643","172.27.224.250","172.27.224.251","TCP","60","52771","502","Set","Not set","0.009608"
"740.958499","172.27.224.250","172.27.224.251","Modbus/TCP","66","52771","502","Set","Not set","0.000856"
"741.026197","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.067698"
"741.037684","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011487"
"741.160761","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.123077"
"741.243863","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.083102"
"741.338116","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094253"
"741.348342","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010226"
"741.555860","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.207518"
"741.650064","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094204"
"741.657671","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007607"
"741.867865","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210194"
"741.962100","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094235"
"741.968377","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006277"
"742.014579","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.046202"
"742.179842","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.165263"
"742.274147","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094305"
"742.277713","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.003566"
"742.376305","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.098592"
"742.386437","172.27.224.250","172.27.224.251","TCP","60","52771","502","Set","Not set","0.010132"
"742.387666","172.27.224.250","172.27.224.251","TCP","60","52771","502","Set","Not set","0.001229"
"742.387671","172.27.224.251","172.27.224.250","TCP","60","502","52771","Set","Not set","0.000005"
"742.387832","172.27.224.250","172.27.224.251","TCP","60","52771","502","Set","Not set","0.000161"
"742.396404","172.27.224.250","172.27.224.251","TCP","60","52771","502","Not set","Not set","0.008572"
"742.491879","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.095475"
"742.586080","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094201"
"742.598332","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.012252"
"742.803855","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.205523"
"742.898151","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094296"
"742.907679","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.009528"
"743.115851","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.208172"
"743.210549","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094698"
"743.218381","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007832"
"743.427840","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.209459"
"743.522135","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094295"
"743.527678","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.005543"
"743.739840","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.212162"
"743.825117","ASUSTekCOMPU_64:40:79","Broadcast","ARP","60","","","","","0.085277"
"743.826297","Telemecaniqu_09:51:3b","ASUSTekCOMPU_64:40:79","ARP","64","","","","","0.001180"
"743.826305","172.27.224.251","172.27.224.250","TCP","60","502","52772","Not set","Set","0.000008"
"743.834026","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.007721"
"743.836584","172.27.224.250","172.27.224.251","TCP","60","52772","502","Set","Set","0.002558"
"743.836589","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000005"
"743.836794","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000205"
"743.837040","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000246"
"743.837289","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000249"
"743.837541","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000252"
"743.837790","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000249"
"743.838036","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000246"
"743.838286","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000250"
"743.838538","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000252"
"743.838788","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000250"
"743.839035","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000247"
"743.839283","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000248"
"743.839311","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.000028"
"743.839537","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000226"
"743.848915","172.27.224.250","172.27.224.251","TCP","60","52772","502","Set","Not set","0.009378"
"743.857396","172.27.224.250","172.27.224.251","TCP","60","52772","502","Set","Not set","0.008481"
"743.858248","172.27.224.250","172.27.224.251","Modbus/TCP","66","52772","502","Set","Not set","0.000852"
"744.014593","HewlettPacka_8e:40:b3","Spanning-tree-(for-bridges)_00","STP","64","","","","","0.156345"
"744.051850","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.037257"
"744.060457","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.008607"
"744.146110","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.085653"
"744.157736","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.011626"
"744.363838","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.206102"
"744.457986","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094148"
"744.468425","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.010439"
"744.675833","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.207408"
"744.770463","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094630"
"744.777718","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.007255"
"744.987837","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.210119"
"745.031693","0.0.0.0","255.255.255.255","DHCP","342","67","68","","","0.043856"
"745.082138","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.050445"
"745.088402","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.006264"
"745.275763","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.187361"
"745.276427","172.27.224.250","172.27.224.251","TCP","60","52772","502","Set","Not set","0.000664"
"745.277289","172.27.224.250","172.27.224.251","TCP","60","52772","502","Set","Not set","0.000862"
"745.277294","172.27.224.251","172.27.224.250","TCP","60","502","52772","Set","Not set","0.000005"
"745.277455","172.27.224.250","172.27.224.251","TCP","60","52772","502","Set","Not set","0.000161"
"745.286425","172.27.224.250","172.27.224.251","TCP","60","52772","502","Not set","Not set","0.008970"
"745.299790","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.013365"
"745.394028","172.27.224.70","172.27.224.250","Modbus/TCP","66","502","49499","Set","Not set","0.094238"
"745.398360","172.27.224.250","172.27.224.70","Modbus/TCP","85","49499","502","Set","Not set","0.004332"
"745.611821","172.27.224.70","172.27.224.250","TCP","60","502","49499","Set","Not set","0.213461"
